,Datetime,TweetId,Texto,Username,Idioma,Palavra,UserDescription,UserDescriptionRaw,FriendsCount,Status,Retweet,Quoted
3532,2018-10-06 00:17:16+00:00,1048366546215755781,"Mano a Regina Duarte falando que aborto, homossexualismo, feminismo, liberdade de expressão são temas que não correm risco de retrocesso. Bicho que decepção. Queria saber onde ela vive pra pensar uma coisa dessas. Puta que pariu viu https://t.co/VzqlAhLMeJ",DriksDrika,pt,homossexualismo,,,965,63184,,
3533,2018-10-06 00:12:59+00:00,1048365467151294465,"Vi uma pessoa defendendo o nazismo e reclamando de ""trangenderismo, homossexualismo e ideologia de gênero"" no twitter e prefiro não crer.",maddaxcarai,pt,homossexualismo,"Instagram: @maddaxcarai
NOVO SINGLE 'QUEIMA LÁ'
OUÇA AGORA","Instagram: @maddaxcarai
NOVO SINGLE 'QUEIMA LÁ'
OUÇA AGORA",11595,57895,,
3534,2018-10-07 23:58:44+00:00,1049086656119279619,@silAndrade13 Deixa de viadagem kkkkkkkk sua tia n me convida e eu vou assim mesmo 🤷🏾‍♂️,crvgnetto,pt,viadagem,@vascodagama sempre.,@vascodagama sempre.,745,39121,,
3535,2018-10-07 23:55:35+00:00,1049085863412604928,@hitalooo Viadagem,ingridossantos,pt,viadagem,,,399,39034,,
3536,2018-10-07 23:55:35+00:00,1049085861541896192,"@jaimesabino14 Isso é viadagem mano, adianta porra nenhuma ele vai ganhar de qualquer jeito kkkkkkkkkk",Juniior_Meiraa,pt,viadagem,"Quanto maior a luta , maior a vitória","Quanto maior a luta , maior a vitória",11582,6147,,
3537,2018-10-07 23:51:16+00:00,1049084776945262592,para de viadagem meninas,eduardoximenes0,pt,viadagem,i love myself like kanye loves kanye | @VascodaGama | @Arsenal,i love myself like kanye loves kanye | @VascodaGama | @Arsenal,268,4214,,
3538,2018-10-07 23:50:38+00:00,1049084617486032897,"Convoco a viadagem e mulheres do Brasil a comprar umas bombas atomicas e bora tacar nesses estados.
😂😂😂
#RipBrasil #BoraPraEuropa #RipViados #RipMulheres… https://t.co/2jHtHmeicT",NovaMaster_BR,pt,viadagem,Can we be friends 🎶🎵🎶🎵,Can we be friends 🎶🎵🎶🎵,78,2139,,
3539,2018-10-07 23:50:33+00:00,1049084597521305602,"Eu estou muito real chateado com os argumentos das pessoas 
Uma tia minha falou q votou de olho fechado nele"" porque ele vai acabar com essa viadagem aí "" que porra de argumento é esse cara",mhsdes,pt,viadagem,"vamos viver nossos sonhos, temos tao pouco tempo.","vamos viver nossos sonhos, temos tao pouco tempo.",458,9996,,
3540,2018-10-07 23:49:36+00:00,1049084356399169536,Só queria que vcs parassem com essa viadagem e ficassem de bem logo poha!,Heyjim26,pt,viadagem,"19
Curso de luxo
A sla curto uns animes, série... musica boa no estilo NF entre outros...
Insta: @dark.heyjim","19
Curso de luxo
A sla curto uns animes, série... musica boa no estilo NF entre outros...
Insta: @dark.heyjim",300,11360,,
3541,2018-10-07 23:48:25+00:00,1049084061342474240,"Tnc odeio esse série de vampiro lobisomem , viadagem do crl 🙄",alvesth157,pt,viadagem,insta : alves_tiago02,insta : alves_tiago02,694,1189,,
3542,2018-10-07 23:47:56+00:00,1049083937874698240,"@bahjess @anxluizx vão para de viadagem e vão vim aqui me dá atenção e dança comigo 
to triste",ojaodazn,pt,viadagem,faço as barba dos cara e os cabelo top também. nas horas vagas faço palhaçada,faço as barba dos cara e os cabelo top também. nas horas vagas faço palhaçada,82,653,,
3543,2018-10-07 23:47:33+00:00,1049083842655674369,"por que existe segundo turno? Eu não entendo isso kkjdkk independente do partido que tá na frente, se tá lá com a maioria dos votos ganha e pronto, viadagem fazer votar duas vezes",_nempaa,pt,viadagem,🫠,🫠,512,6765,,
